-1.72665	-4.11551	2.09086	4.94882	4	0.550343
-3.59824	-4.11551	1.10045	1.15436	4	0.878694
-2.7195	-4.11551	1.65068	4.44269	4	0.705392
-1.8297	-4.11551	1.43059	2.68961	4	0.564704
-3.39041	-34.0717	0.594126	0.534177	4	0.000466462
-6.43784	-34.0717	0.636563	0.924681	4	0.000999279
-3.55261	-34.0717	0.319613	5.35416	4	0.000485766
-3.28368	-34.0717	0.424376	4.39393	4	0.00045418
-3.90327	-34.0717	0.359565	2.81682	4	0.000530273
-6.77901	-34.0717	0.424376	2.32904	4	0.00108825
-23.6659	-34.0717	0.424376	3.33302	4	0.0741658
-0.464307	-34.0717	0.424376	2.58219	4	0.00022445
-1.78846	-34.0717	0.594126	2.9828	4	0.000312527
-0.755715	-34.0717	0.551688	1.2371	4	0.000241412
-1.43788	-34.0717	0.381938	1.33795	4	0.000286301
-3.9757	-34.0717	0.594126	3.53309	4	0.000539962
-3.71545	-34.0717	0.594126	3.24849	4	0.000505949
-4.86769	-34.0717	0.594126	1.07879	4	0.000674855
-3.32728	-34.0717	0.466813	2.49056	4	0.000459158
-15.2945	-34.0717	0.3395	3.13059	4	0.00914713
-31.4903	-34.0717	0.466813	2.09039	4	0.524473
-4.9108	-34.0717	0.466813	1.39523	4	0.000682168
-7.38732	-34.0717	0.636563	1.42502	4	0.001267
-4.78561	-34.0717	0.636563	4.57073	4	0.000661148
-27.2215	-34.0717	0.381938	2.65367	4	0.180405
-1.74124	-34.0717	0.679001	1.24453	4	0.000308859
-2.14747	-34.0717	0.763876	4.77806	4	0.000341874
-4.04517	-34.0717	0.636563	1.98798	4	0.000549422
-0.959594	-34.0717	0.343924	3.67058	4	0.000254035
-5.47698	-34.0717	0.636563	2.34944	4	0.000785892
-2.22136	-34.0717	0.721438	3.92567	4	0.000348248
-4.40288	-34.0717	0.551688	1.94654	4	0.00060082
-8.99814	-34.0717	0.509251	0.983218	4	0.00189526
-2.95908	-34.0717	0.721438	1.2874	4	0.000418779
-3.50001	-34.0717	0.679001	2.80733	4	0.00047942
-4.22456	-34.0717	0.381938	3.56666	4	0.000574623
-5.93532	-34.0717	0.551688	2.03434	4	0.000881305
-3.32328	-34.0717	0.551688	2.8486	4	0.000458699
-1.48939	-34.0717	0.466813	1.03133	4	0.000290012
-0.521195	-34.0717	0.636563	4.22192	4	0.000227665
-3.54711	-34.0717	0.424376	2.87298	4	0.000485098
-4.41267	-34.0717	0.509251	1.83122	4	0.000602291
-8.09588	-34.0717	0.319613	4.52159	4	0.00151254
-5.96131	-34.0717	0.359565	2.02319	4	0.000887051
-6.39317	-34.0717	0.381938	1.37896	4	0.000988182
-2.15296	-34.0717	0.466813	2.32509	4	0.000342343
-6.90507	-34.0717	0.424376	1.90247	4	0.00112309
-2.63996	-34.0717	0.679001	5.66755	4	0.000386668
-0.445278	-34.0717	0.466813	1.96044	4	0.000223384
-22.3184	-34.0717	0.679001	3.81357	4	0.0529539
-4.82712	-34.0717	0.551688	2.29348	4	0.000668045
-0.0145793	-34.0717	0.509251	1.81981	4	0.000200581
-4.11551	-34.0717	0.721438	0.704082	4	0.000559169
-6.69911	-34.0717	0.339589	6.61039	4	0.00106673
-4.24372	-34.0717	0.721438	3.691	4	0.000577382
-4.07926	-34.0717	0.466813	5.3653	4	0.000554125
-7.13927	-34.0717	0.594126	1.48093	4	0.00119081
-9.17827	-34.0717	0.315263	3.39774	4	0.00198256
-4.9056	-34.0717	0.551688	7.29931	4	0.00068128
-20.5963	-34.0717	0.424376	2.69272	4	0.0344289
-6.46856	-21.2657	5.12179	3.085	4	0.0247415
-4.10135	-21.2657	4.60961	2.23805	4	0.0136902
-2.28217	-21.2657	4.26816	7.44193	4	0.00868748
-4.75615	-21.2657	4.78034	0.93298	4	0.0161251
-0.620947	-21.2657	4.09743	1.84609	4	0.00573494
-2.94561	-21.2657	4.78034	1.41548	4	0.0102548
-0.464307	-21.2657	4.09743	2.58219	2.66667	0.000409527
-1.48939	-21.2657	3.75598	1.03133	2.66667	0.00060149
-5.56729	-21.2657	4.60961	3.71342	4	0.0197502
-3.74235	-21.2657	4.78034	7.8315	4	0.012515
-3.37661	-21.2657	4.78034	1.01833	4	0.0114214
-0.994083	-21.2657	4.43888	1.46925	4	0.00629566
-3.03744	-6.39002	3.40706	2.60841	4	0.432512
-5.663	-6.39002	2.53345	5.05898	4	0.833806
-1.89029	-6.39002	2.88289	2.19284	4	0.324674
-3.66605	-6.39002	2.44609	2.84003	4	0.506114
-2.16717	-6.39002	2.88289	2.18804	4	0.347944
-5.20775	-6.39002	3.14498	3.4293	4	0.744108
-4.14252	-6.39002	2.79553	1.97641	4	0.570139
-3.80824	-6.39002	3.49442	4.51534	4	0.524429
-23.4412	-36.9352	3.25061	0.635264	4	0.0342693
-7.20883	-36.9352	4.20667	4.58645	4	0.000592236
-5.96131	-36.9352	3.82424	2.02319	2.66667	9.02758e-006
-3.51346	-36.9352	2.86818	3.38215	4	0.000235112
-8.39412	-36.9352	2.48576	4.91823	4	0.000796502
-0.801744	-36.9352	2.29455	4.70475	4	0.000119359
-4.24214	-36.9352	2.29455	1.15559	4	0.000282092
-1.8606	-36.9352	2.29455	3.27974	4	0.000155531
-5.33666	-36.9352	4.58909	2.34848	4	0.000370874
-24.6701	-36.9352	2.67697	0.642404	4	0.0465936
-8.70912	-36.9352	3.25061	3.56045	4	0.000861762
-2.2647	-36.9352	2.10333	4.68596	4	0.000172065
-5.97915	-36.9352	2.29455	3.04096	4	0.000435496
-5.86265	-36.9352	3.44182	1.15925	4	0.000422995
-2.48187	-36.9352	2.48576	3.17448	4	0.000181665
-3.30889	-36.9352	3.44182	0.993054	4	0.00022339
