2.27677  0.0265336  0.0003178  
2.44505  0.0012092  0.00036277  
0.00917727  7.13254  0.000797417  
2.44505  0.0012092  0.00036277  
0.756614  0.756351  0.0102545  
0.00917727  7.13254  0.000797417  
2.44505  0.0012092  0.00036277  
1.05626  0.338055  0.0154798  
0.0719321  1.00245  0.0106223  
0.00917727  7.13254  0.000797417  
2.44505  0.0012092  0.00036277  
1.05626  0.338055  0.0154798  
0.709665  0.709881  0.035222  
0.0719321  1.00245  0.0106223  
0.00101981  6.42729  0.000868632  
2.44505  0.0012092  0.00036277  
1.21664  0.0272891  0.0302925  
0.900381  0.555359  0.022354  
0.515041  0.873942  0.0254218  
0.0719321  1.00245  0.0106223  
0.00101981  6.42729  0.000868632  
2.41671  0.000364452  0.000376579  
1.21664  0.0272891  0.0302925  
1.00191  0.0834156  0.0518356  
0.709665  0.709881  0.035222  
0.0433422  0.999997  0.0428802  
0.0719321  1.00245  0.0106223  
0.00101981  6.42729  0.000868632  
2.41671  0.000364452  0.000376579  
1.21664  0.0272891  0.0302925  
1.00191  0.0834156  0.0518356  
0.872519  0.513295  0.0608362  
0.515392  0.87358  0.0651772  
0.0433422  0.999997  0.0428802  
0.0719321  1.00245  0.0106223  
0.00101981  6.42729  0.000868632  
2.31063  0.000487295  0.000398378  
1.21664  0.0272891  0.0302925  
1.00191  0.0834156  0.0518356  
0.872519  0.513295  0.0608362  
0.709665  0.709881  0.035222  
0.515392  0.87358  0.0651772  
0.0433422  0.999997  0.0428802  
0.0719321  1.00245  0.0106223  
0.00101981  6.42729  0.000868632  
2.31063  0.000487295  0.000398378  
1.21664  0.0272891  0.0302925  
1.00191  0.0834156  0.0518356  
1.00191  0.0834156  0.0518356  
0.872519  0.513295  0.0608362  
0.515392  0.87358  0.0651772  
0.0574447  0.998458  0.0802592  
0.0433422  0.999997  0.0428802  
0.0719321  1.00245  0.0106223  
0.00101981  6.42729  0.000868632  
2.28333  0.000524039  0.00035084  
1.21664  0.0272891  0.0302925  
1.00191  0.0834156  0.0518356  
0.999359  0.0821169  0.0876871  
0.872519  0.513295  0.0608362  
0.709446  0.709301  0.0904593  
0.515392  0.87358  0.0651772  
0.0574447  0.998458  0.0802592  
0.0433422  0.999997  0.0428802  
0.0719321  1.00245  0.0106223  
0.00101981  6.42729  0.000868632  
2.28333  0.000524039  0.00035084  
1.21664  0.0272891  0.0302925  
1.00191  0.0834156  0.0576456  
0.999359  0.0821169  0.0876871  
0.872803  0.513295  0.0608362  
0.709446  0.709301  0.0904593  
0.709446  0.709301  0.0904593  
0.514682  0.874262  0.0254325  
0.0574447  0.998458  0.0802592  
0.0433422  0.999997  0.0428802  
0.0719321  1.00245  0.0106223  
0.00245467  6.41971  0.000347352  
2.28333  0.000524039  0.00035084  
1.21664  0.0272891  0.0302925  
1.00191  0.0834156  0.0576456  
0.999359  0.0821169  0.0876871  
0.996884  0.0880195  0.117199  
0.868507  0.510839  0.123257  
0.709446  0.709301  0.0904593  
0.515392  0.87358  0.0651772  
0.0770206  0.996019  0.117691  
0.0574447  0.998458  0.0802592  
0.0433422  0.999997  0.0428802  
0.0719321  1.00245  0.0106223  
0.00101981  6.42729  0.000868632  
2.27752  0.000290199  0.000426039  
1.21664  0.0272891  0.0302925  
1.00191  0.0834156  0.0576456  
0.997873  0.0702375  0.094195  
0.995048  0.0756288  0.125572  
0.868507  0.510839  0.123257  
0.709446  0.709301  0.0904593  
0.709446  0.709301  0.0904593  
0.515392  0.87358  0.0651772  
0.0813081  0.995898  0.119836  
0.0574447  0.998458  0.0802592  
0.0433422  0.999997  0.0428802  
0.0719321  1.00245  0.0106223  
0.00101981  6.42729  0.000868632  
2.27752  0.000290199  0.000426039  
1.21648  0.00866085  0.0397906  
1.00191  0.0834156  0.0576456  
0.997873  0.0702375  0.094195  
0.994505  0.0780381  0.130803  
0.868507  0.510839  0.123257  
0.865747  0.513037  0.161288  
0.705682  0.706213  0.162043  
0.521912  0.873137  0.153713  
0.514682  0.874262  0.0258111  
0.0830804  0.995205  0.129849  
0.0690074  0.997353  0.0987004  
0.0499716  0.999132  0.0663825  
0.0719321  1.00245  0.0106223  
0.00101981  6.42729  0.000868632  
2.27752  0.000290199  0.000426039  
1.21648  0.00866085  0.0397906  
1.00061  0.0754961  0.0684735  
0.997873  0.0702375  0.094195  
0.994505  0.0780381  0.130803  
0.989425  0.0822207  0.166623  
0.865747  0.513037  0.161288  
0.705682  0.706213  0.162043  
0.705682  0.706213  0.162043  
0.517178  0.86681  0.178239  
0.11274  0.991697  0.169019  
0.0879167  0.994665  0.135786  
0.0690074  0.997353  0.0987004  
0.0499716  0.999132  0.0663825  
0.0719321  1.00245  0.0106223  
0.00101981  6.42729  0.000868632  
2.27752  0.000290199  0.000426039  
1.21601  0.0221727  0.0424344  
1.00061  0.0754961  0.0684735  
0.997873  0.0702375  0.094195  
0.994505  0.0780381  0.130803  
0.98761  0.0795029  0.17607  
0.865747  0.513037  0.161288  
0.864536  0.519697  0.208999  
0.705682  0.706213  0.162043  
0.523319  0.86663  0.203592  
0.517178  0.86681  0.178239  
