0	5.12899
20	0.309204
40	0.400154
60	0.390583
80	0.396925
100	0.399746
120	0.405113
140	0.280116
160	0.270533
180	0.265845
200	0.274113
220	0.270122
240	0.253068
260	0.247185
280	0.241539
300	0.238556
320	0.23342
340	0.232688
360	0.229168
380	0.223789
400	0.218964
420	0.216169
440	0.207058
460	0.20398
480	0.197958
500	0.192577

0	8.83932
20	0.587566
40	0.547863
60	0.553012
80	0.573438
100	0.676386
120	0.668937
140	0.66531
160	0.674696
180	0.668547
200	0.660579
220	0.626616
240	0.625025
260	0.56582
280	0.62086
300	0.604463
320	0.549519
340	0.62236
360	0.50596
380	0.618527
400	0.605617
420	0.613074
440	0.618294
460	0.465301
480	0.456763
500	0.450945

0	7.51702
20	0.24423
40	0.196397
60	0.29012
80	0.24596
100	0.270411
120	0.274272
140	0.236717
160	0.234452
180	0.232676
200	0.231607
220	0.230654
240	0.229377
260	0.228172
280	0.26484
300	0.262579
320	0.261236
340	0.262672
360	0.261966
380	0.261422
400	0.174057
420	0.173435
440	0.172966
460	0.172588
480	0.226491
500	0.225959

0	6.68061
20	0.272876
40	0.336152
60	0.262764
80	0.310706
100	0.3148
120	0.334025
140	0.289395
160	0.279332
180	0.229651
200	0.211302
220	0.20681
240	0.203924
260	0.199907
280	0.196651
300	0.193765
320	0.188902
340	0.187493
360	0.185317
380	0.183529
400	0.180188
420	0.177321
440	0.174666
460	0.172413
480	0.169602
500	0.166675

0	9.30637
20	0.474235
40	0.232446
60	0.236424
80	0.232585
100	0.235079
120	0.23292
140	0.23276
160	0.154748
180	0.156771
200	0.156228
220	0.151054
240	0.18929
260	0.187394
280	0.186768
300	0.186029
320	0.184996
340	0.182106
360	0.198279
380	0.141175
400	0.141293
420	0.140721
440	0.139004
460	0.138366
480	0.138904
500	0.127176

