0.999693  0.467281  
0.353593  0.467613  
0.338626  0.468336  
0.331629  0.46859  
0.322176  0.46921  
0.321979  0.471046  
0.319624  0.471652  
0.318871  0.472015  
0.317232  0.472549  
0.315667  0.473643  
0.314954  0.474093  
0.31365  0.47441  
0.313519  0.474658  
0.312673  0.47552  
0.311709  0.476031  
0.310627  0.476889  
0.310619  0.477427  
0.309522  0.477688  
0.309186  0.478363  
0.308553  0.478955  
0.307995  0.479356  
0.307788  0.479636  
0.307302  0.480304  
0.306879  0.48088  
0.306566  0.481251  
0.306226  0.481871  
0.305759  0.482243  
0.305275  0.482799  
0.305054  0.483135  
0.304587  0.483856  
0.304365  0.484032  
0.304128  0.48489  
0.303796  0.485242  
0.303178  0.485658  
0.302721  0.486366  
0.302168  0.487284  
0.301957  0.487715  
0.301451  0.488325  
0.301064  0.488849  
0.300653  0.489342  
0.300282  0.489813  
0.299934  0.490265  
0.299746  0.490862  
0.299247  0.491332  
0.29892  0.491882  
0.298529  0.49233  
0.297908  0.493366  
0.297663  0.493543  
0.297258  0.494139  
0.296799  0.494806  
0.296447  0.495338  
0.295968  0.495921  
0.295657  0.496316  
0.295353  0.496741  
0.295057  0.497318  
0.294613  0.497825  
0.294198  0.498466  
0.293927  0.498918  
0.293551  0.499414  
0.293246  0.499979  
0.292912  0.500408  
0.292471  0.500914  
0.291962  0.501492  
0.291621  0.50196  
0.291464  0.50247  
0.291174  0.502858  
0.290662  0.503629  
0.290322  0.504113  
0.290103  0.504394  
0.289706  0.504821  
0.289051  0.505676  
0.288795  0.506116  
0.288491  0.506534  
0.28807  0.507221  
0.287735  0.507508  
0.287699  0.507825  
0.286916  0.508667  
0.286461  0.509242  
0.28621  0.509816  
0.285963  0.510249  
0.285649  0.510606  
0.285299  0.510997  
0.284768  0.511794  
0.284412  0.512312  
0.28406  0.512808  
0.283543  0.513464  
0.2833  0.514051  
0.282949  0.514568  
0.28273  0.514921  
0.282276  0.515292  
0.281768  0.51612  
0.281396  0.516577  
0.280978  0.5172  
0.28089  0.517604  
0.280208  0.518253  
0.280018  0.518677  
0.279613  0.519282  
0.279238  0.519574  
0.278989  0.520195  
0.278629  0.5205  
0.278152  0.521409  
0.277793  0.521925  
0.27746  0.522463  
0.277057  0.523102  
0.276899  0.523374  
0.276346  0.523962  
0.275899  0.524526  
0.275591  0.525092  
0.275322  0.525462  
0.274795  0.526236  
0.274343  0.526867  
0.273986  0.527462  
0.273654  0.527812  
0.273406  0.528545  
0.272711  0.529081  
0.272417  0.529492  
0.272056  0.530135  
0.271922  0.53064  
0.271419  0.531169  
0.271091  0.531552  
0.270605  0.53236  
0.270286  0.532882  
0.269772  0.533408  
0.26957  0.533815  
0.269133  0.53445  
0.268725  0.535012  
0.268371  0.535421  
0.267897  0.536075  
0.267655  0.536463  
0.267178  0.537184  
0.266809  0.537854  
0.266429  0.538366  
0.266075  0.538934  
0.265777  0.539462  
0.265612  0.539738  
0.265001  0.540593  
0.264501  0.541225  
0.264267  0.541785  
0.263969  0.542115  
0.26346  0.54285  
0.263005  0.54345  
0.262808  0.543823  
0.262332  0.544592  
0.261916  0.545194  
0.261889  0.545545  
0.261312  0.546025  
0.260797  0.546669  
0.260548  0.547226  
0.260094  0.547833  
0.259848  0.548326  
0.259242  0.549121  
0.258882  0.54982  
0.258565  0.550088  
0.258291  0.550518  
0.257908  0.55146  
0.257278  0.551984  
0.257149  0.552572  
0.256741  0.553216  
0.256193  0.553662  
0.255746  0.554411  
0.255586  0.554642  
0.255048  0.555443  
0.254719  0.556076  
0.254295  0.556541  
0.253869  0.557143  
0.253633  0.557812  
0.253326  0.558125  
0.252888  0.558752  
0.252475  0.559549  
0.252254  0.559706  
0.251765  0.560558  
0.251211  0.561356  
0.251116  0.561454  
0.250817  0.56231  
0.250153  0.562869  
0.249684  0.563609  
0.249368  0.564095  
0.248983  0.564954  
0.248793  0.565409  
0.248406  0.565923  
0.24796  0.566709  
0.247717  0.567177  
0.247288  0.567977  
0.24698  0.568095  
0.246971  0.56931  
0.24605  0.569523  
0.245801  0.570339  
0.244771  0.571008  
0.244397  0.571387  
0.243525  0.573498  
0.243036  0.574597  
0.242334  0.574768  
0.241666  0.576657  
0.241363  0.57705  
0.240756  0.578318  
0.240607  0.579777  
0.240183  0.580435  
0.239575  0.581707  
0.239246  0.582832  
0.238854  0.584269  
0.238742  0.585694  
0.23868  0.587624  
0.238517  0.588968  
0.238421  0.590723  
0.238416  0.591739  
0.238177  0.594094  
0.237924  0.596001  
0.237668  0.599503  
0.23723  0.620381  
0.237238  0.604512  
0.23707  0.644563  
0.237103  0.62721  
0.237021  0.656251  
0.236956  0.668615  
0.236956  0.736989  
0.16647  0.749923  
0.15017  0.750772  
0.152181  0.750725  
0.147572  0.751507  
0.141887  0.751629  
0.138058  0.751851  
0.140593  0.751678  
0.137138  0.75268  
0.135771  0.754816  
0.133875  0.754934  
0.133104  0.75724  
0.131472  0.757916  
0.131214  0.758302  
0.130013  0.758917  
0.129417  0.759558  
0.128554  0.76113  
0.128229  0.762215  
0.127183  0.762799  
0.126934  0.76406  
0.125607  0.765646  
0.125306  0.766261  
0.124628  0.767402  
0.124151  0.768369  
0.123831  0.77003  
0.123246  0.770388  
0.122358  0.771192  
0.122131  0.772686  
0.121489  0.773718  
0.120401  0.774481  
0.119864  0.77534  
0.119594  0.777007  
0.118577  0.777801  
0.117987  0.779467  
0.117149  0.781291  
0.1168  0.781368  
0.115878  0.782873  
0.115847  0.783898  
0.114645  0.784974  
0.114393  0.785491  
0.114013  0.786333  
0.11297  0.787344  
0.11271  0.787871  
0.112062  0.789447  
0.111489  0.790165  
0.110906  0.79148  
0.110146  0.792459  
0.109634  0.793817  
0.108816  0.794918  
0.108549  0.795704  
0.107983  0.797006  
0.10731  0.798781  
0.106354  0.799636  
0.105555  0.800434  
0.105046  0.801819  
0.104514  0.803194  
0.103788  0.804523  
