0	0	1	
0	0.00704659	0.916056	
0.00704659	0	0.916056	
0	0.0136899	0.882996	
0.0065018	0.0065018	0.838732	
0.0136899	0	0.882996	
0	0.0201135	0.858178	
0.00631381	0.0126276	0.808168	
0.0126276	0.00631381	0.808168	
0.0201135	0	0.858178	
0	0.0263805	0.837579	
0.00618253	0.0185476	0.785181	
0.0122606	0.0122606	0.778545	
0.0185476	0.00618253	0.785181	
0.0263805	0	0.837579	
0	0.0325258	0.819651	
0.00607998	0.0243199	0.766077	
0.012004	0.018006	0.756251	
0.018006	0.012004	0.756251	
0.0243199	0.00607998	0.766077	
0.0325258	0	0.819651	
0	0.0385728	0.8036	
0.00599544	0.0299772	0.74943	
0.0118034	0.0236068	0.737712	
0.0176272	0.0176272	0.734465	
0.0236068	0.0118034	0.737712	
0.0299772	0.00599544	0.74943	
0.0385728	0	0.8036	
0	0.044538	0.78896	
0.00592349	0.0355409	0.734513	
0.0116379	0.0290947	0.721549	
0.0173308	0.0231078	0.716341	
0.0231078	0.0173308	0.716341	
0.0290947	0.0116379	0.721549	
0.0355409	0.00592349	0.734513	
0.044538	0	0.78896	
0	0.0504341	0.775425	
0.00586092	0.0410265	0.720893	
0.0114969	0.0344907	0.70706	
0.0170862	0.028477	0.700534	
0.0227172	0.0227172	0.698555	
0.028477	0.0170862	0.700534	
0.0344907	0.0114969	0.70706	
0.0410265	0.00586092	0.720893	
0.0504341	0	0.775425	
0	0.056271	0.762785	
0.00580568	0.0464454	0.708293	
0.0113742	0.0398097	0.693826	
0.0168777	0.0337554	0.686359	
0.0223947	0.0279934	0.683039	
0.0279934	0.0223947	0.683039	
0.0337554	0.0168777	0.686359	
0.0398097	0.0113742	0.693826	
0.0464454	0.00580568	0.708293	
0.056271	0	0.762785	
0	0.0620568	0.750888	
0.00575634	0.0518071	0.696518	
0.0112658	0.0450631	0.681579	
0.0166961	0.0389576	0.67341	
0.0221197	0.0331795	0.669121	
0.0275939	0.0275939	0.667772	
0.0331795	0.0221197	0.669121	
0.0389576	0.0166961	0.67341	
0.0450631	0.0112658	0.681579	
0.0518071	0.00575634	0.696518	
0.0620568	0	0.750888	
0	0.0677984	0.739619	
0.00571189	0.0571189	0.685427	
0.0111688	0.0502598	0.67013	
0.0165355	0.0440948	0.661422	
0.0218801	0.0382901	0.656402	
0.0272531	0.0327037	0.654073	
0.0327037	0.0272531	0.654073	
0.0382901	0.0218801	0.656402	
0.0440948	0.0165355	0.661422	
0.0502598	0.0111688	0.67013	
0.0571189	0.00571189	0.685427	
0.0677984	0	0.739619	
0	0.0735014	0.728889	
0.00567156	0.0623872	0.674916	
0.0110814	0.0554071	0.659345	
0.0163919	0.0491758	0.650213	
0.0216681	0.0433362	0.644626	
0.026956	0.0377384	0.641553	
0.0322976	0.0322976	0.640569	
0.0377384	0.026956	0.641553	
0.0433362	0.0216681	0.644626	
0.0491758	0.0163919	0.650213	
0.0554071	0.0110814	0.659345	
0.0623872	0.00567156	0.674916	
0.0735014	0	0.728889	
0	0.0791708	0.718627	
0.00563476	0.0676171	0.664902	
0.011002	0.0605111	0.649119	
0.0162623	0.0542077	0.639651	
0.0214784	0.0483264	0.633612	
0.0266931	0.042709	0.629958	
0.0319436	0.0372675	0.628224	
0.0372675	0.0319436	0.628224	
0.042709	0.0266931	0.629958	
0.0483264	0.0214784	0.633612	
0.0542077	0.0162623	0.639651	
0.0605111	0.011002	0.649119	
