0	1	
0.0005	0.999	
0.0009995	0.998001	
0.0014985	0.997003	
0.001997	0.996006	
0.00249501	0.99501	
0.00299252	0.994015	
0.00348953	0.993021	
0.00398605	0.992028	
0.00448207	0.991036	
0.0049776	0.990045	
0.00547264	0.989055	
0.00596718	0.988066	
0.00646123	0.987078	
0.00695479	0.98609	
0.00744786	0.985104	
0.00794045	0.984119	
0.00843254	0.983135	
0.00892414	0.982152	
0.00941526	0.981169	
0.00990589	0.980188	
0.010396	0.979208	
0.0108857	0.978229	
0.0113749	0.97725	
0.0118636	0.976273	
0.0123518	0.975296	
0.0128395	0.974321	
0.0133268	0.973346	
0.0138135	0.972373	
0.0142998	0.9714	
0.0147856	0.970429	
0.0152709	0.969458	
0.0157558	0.968488	
0.0162402	0.96752	
0.0167241	0.966552	
0.0172075	0.965585	
0.0176904	0.964619	
0.0181729	0.963654	
0.0186549	0.96269	
0.0191364	0.961727	
0.0196175	0.960765	
0.020098	0.959804	
0.0205781	0.958844	
0.0210578	0.957884	
0.021537	0.956926	
0.0220157	0.955969	
0.0224939	0.955012	
0.0229717	0.954057	
0.0234489	0.953102	
0.0239258	0.952148	
0.0244021	0.951196	
0.024878	0.950244	
0.0253535	0.949293	
0.0258285	0.948343	
0.026303	0.947394	
0.026777	0.946446	
0.0272506	0.945499	
0.0277237	0.944553	
0.0281964	0.943607	
0.0286686	0.942663	
0.0291404	0.941719	
0.0296117	0.940777	
0.0300825	0.939835	
0.0305529	0.938894	
0.0310228	0.937954	
0.0314922	0.937016	
0.0319613	0.936077	
0.0324298	0.93514	
0.0328979	0.934204	
0.0333656	0.933269	
0.0338328	0.932334	
0.0342995	0.931401	
0.0347658	0.930468	
0.0352317	0.929537	
0.0356971	0.928606	
0.036162	0.927676	
0.0366265	0.926747	
0.0370906	0.925819	
0.0375542	0.924892	
0.0380173	0.923965	
0.03848	0.92304	
0.0389423	0.922115	
0.0394041	0.921192	
0.0398655	0.920269	
0.0403265	0.919347	
0.0407869	0.918426	
0.041247	0.917506	
0.0417066	0.916587	
0.0421658	0.915668	
0.0426245	0.914751	
0.0430828	0.913834	
0.0435407	0.912919	
0.0439981	0.912004	
0.0444551	0.91109	
0.0449116	0.910177	
0.0453677	0.909265	
0.0458234	0.908353	
0.0462786	0.907443	
0.0467334	0.906533	
0.0471878	0.905624	
0.0476417	0.904717	
0.0480952	0.90381	
0.0485483	0.902903	
0.049001	0.901998	
0.0494532	0.901094	
0.0499049	0.90019	
0.0503563	0.899287	
0.0508072	0.898386	
0.0512577	0.897485	
0.0517078	0.896584	
0.0521574	0.895685	
0.0526066	0.894787	
0.0530554	0.893889	
0.0535038	0.892992	
0.0539517	0.892097	
0.0543992	0.891202	
0.0548463	0.890307	
0.055293	0.889414	
0.0557393	0.888521	
0.0561851	0.88763	
0.0566305	0.886739	
0.0570755	0.885849	
0.05752	0.88496	
0.0579642	0.884072	
0.0584079	0.883184	
0.0588512	0.882298	
0.0592941	0.881412	
0.0597366	0.880527	
0.0601787	0.879643	
0.0606203	0.878759	
0.0610615	0.877877	
0.0615023	0.876995	
0.0619427	0.876115	
0.0623827	0.875235	
0.0628223	0.874355	
0.0632615	0.873477	
0.0637002	0.8726	
0.0641386	0.871723	
0.0645765	0.870847	
0.065014	0.869972	
0.0654511	0.869098	
0.0658879	0.868224	
0.0663241	0.867352	
0.06676	0.86648	
0.0671955	0.865609	
0.0676306	0.864739	
0.0680653	0.863869	
0.0684995	0.863001	
0.0689334	0.862133	
0.0693669	0.861266	
0.0697999	0.8604	
0.0702326	0.859535	
0.0706648	0.85867	
0.0710967	0.857807	
0.0715281	0.856944	
0.0719591	0.856082	
0.0723898	0.85522	
0.07282	0.85436	
0.0732499	0.8535	
0.0736793	0.852641	
0.0741084	0.851783	
0.074537	0.850926	
0.0749653	0.850069	
0.0753932	0.849214	
0.0758206	0.848359	
0.0762477	0.847505	
0.0766744	0.846651	
0.0771006	0.845799	
0.0775265	0.844947	
0.077952	0.844096	
0.0783771	0.843246	
0.0788018	0.842396	
0.0792262	0.841548	
0.0796501	0.8407	
0.0800736	0.839853	
0.0804968	0.839006	
0.0809195	0.838161	
0.0813419	0.837316	
0.0817639	0.836472	
0.0821855	0.835629	
0.0826067	0.834787	
0.0830275	0.833945	
0.083448	0.833104	
0.083868	0.832264	
0.0842877	0.831425	
0.084707	0.830586	
0.0851259	0.829748	
0.0855444	0.828911	
0.0859625	0.828075	
0.0863803	0.827239	
0.0867976	0.826405	
0.0872146	0.825571	
0.0876312	0.824738	
0.0880474	0.823905	
0.0884633	0.823073	
0.0888788	0.822242	
0.0892938	0.821412	
0.0897086	0.820583	
0.0901229	0.819754	
0.0905369	0.818926	
0.0909504	0.818099	
0.0913636	0.817273	
0.0917765	0.816447	
0.0921889	0.815622	
0.092601	0.814798	
0.0930127	0.813975	
0.093424	0.813152	
0.093835	0.81233	
0.0942456	0.811509	
0.0946558	0.810688	
0.0950656	0.809869	
0.0954751	0.80905	
0.0958842	0.808232	
0.0962929	0.807414	
0.0967013	0.806597	
0.0971093	0.805781	
0.0975169	0.804966	
0.0979242	0.804152	
0.0983311	0.803338	
0.0987376	0.802525	
0.0991438	0.801712	
0.0995495	0.800901	
0.099955	0.80009	
0.10036	0.79928	
0.100765	0.798471	
0.101169	0.797662	
0.101573	0.796854	
0.101977	0.796047	
0.10238	0.79524	
0.102783	0.794434	
0.103185	0.793629	
0.103587	0.792825	
0.103989	0.792022	
0.104391	0.791219	
0.104792	0.790416	
0.105192	0.789615	
0.105593	0.788814	
0.105993	0.788014	
0.106392	0.787215	
0.106792	0.786416	
