0	0	1	
0	0.00714286	0.992857	
0.00714286	0	0.992857	
0	0.0142857	0.985714	
0.0142857	0	0.985714	
0	0.0214286	0.978571	
0.0214286	0	0.978571	
0	0.0285714	0.971429	
0.0214286	0.00714286	0.971429	
0.0285714	0	0.971429	
0	0.0357143	0.964286	
0.00714286	0.0285714	0.964286	
0.0285714	0.00714286	0.964286	
0.0357143	0	0.964286	
0	0.0428571	0.957143	
0.00714286	0.0357143	0.957143	
0.0357143	0.00714286	0.957143	
0.0428571	0	0.957143	
0	0.05	0.95	
0.00714286	0.0428571	0.95	
0.0428571	0.00714286	0.95	
0.05	0	0.95	
0	0.0571429	0.942857	
0.00714286	0.05	0.942857	
0.0428571	0.0142857	0.942857	
0.05	0.00714286	0.942857	
0.0571429	0	0.942857	
0	0.0642857	0.935714	
0.00714286	0.0571429	0.935714	
0.0142857	0.05	0.935714	
0.05	0.0142857	0.935714	
0.0571429	0.00714286	0.935714	
0.0642857	0	0.935714	
0	0.0714286	0.928571	
0.00714286	0.0642857	0.928571	
0.0142857	0.0571429	0.928571	
0.0571429	0.0142857	0.928571	
0.0642857	0.00714286	0.928571	
0.0714286	0	0.928571	
0	0.0785714	0.921429	
0.00714286	0.0714286	0.921429	
0.0142857	0.0642857	0.921429	
0.0642857	0.0142857	0.921429	
0.0714286	0.00714286	0.921429	
0.0785714	0	0.921429	
0	0.0857143	0.914286	
0.00714286	0.0785714	0.914286	
0.0142857	0.0714286	0.914286	
0.0642857	0.0214286	0.914286	
0.0714286	0.0142857	0.914286	
0.0785714	0.00714286	0.914286	
0.0857143	0	0.914286	
0	0.0928571	0.907143	
0.00714286	0.0857143	0.907143	
0.0142857	0.0785714	0.907143	
0.0214286	0.0714286	0.907143	
0.0714286	0.0214286	0.907143	
0.0785714	0.0142857	0.907143	
0.0857143	0.00714286	0.907143	
0.0928571	0	0.907143	
0	0.1	0.9	
0.00714286	0.0928571	0.9	
0.0142857	0.0857143	0.9	
0.0214286	0.0785714	0.9	
0.0785714	0.0214286	0.9	
0.0857143	0.0142857	0.9	
0.0928571	0.00714286	0.9	
0.1	0	0.9	
0	0.107143	0.892857	
0.00714286	0.1	0.892857	
0.0142857	0.0928571	0.892857	
0.0214286	0.0857143	0.892857	
0.0857143	0.0214286	0.892857	
0.0928571	0.0142857	0.892857	
0.1	0.00714286	0.892857	
0.107143	0	0.892857	
0	0.114286	0.885714	
0.00714286	0.107143	0.885714	
0.0142857	0.1	0.885714	
0.0214286	0.0928571	0.885714	
0.0857143	0.0285714	0.885714	
0.0928571	0.0214286	0.885714	
0.1	0.0142857	0.885714	
0.107143	0.00714286	0.885714	
0.114286	0	0.885714	
0	0.121429	0.878571	
0.00714286	0.114286	0.878571	
0.0142857	0.107143	0.878571	
0.0214286	0.1	0.878571	
0.0285714	0.0928571	0.878571	
0.0928571	0.0285714	0.878571	
0.1	0.0214286	0.878571	
0.107143	0.0142857	0.878571	
0.114286	0.00714286	0.878571	
0.121429	0	0.878571	
0	0.128571	0.871429	
0.00714286	0.121429	0.871429	
0.0142857	0.114286	0.871429	
0.0214286	0.107143	0.871429	
0.0285714	0.1	0.871429	
0.1	0.0285714	0.871429	
0.107143	0.0214286	0.871429	
0.114286	0.0142857	0.871429	
0.121429	0.00714286	0.871429	
0.128571	0	0.871429	
0	0.135714	0.864286	
0.00714286	0.128571	0.864286	
0.0142857	0.121429	0.864286	
0.0214286	0.114286	0.864286	
0.0285714	0.107143	0.864286	
0.107143	0.0285714	0.864286	
0.114286	0.0214286	0.864286	
0.121429	0.0142857	0.864286	
0.128571	0.00714286	0.864286	
0.135714	0	0.864286	
0	0.142857	0.857143	
0.00714286	0.135714	0.857143	
0.0142857	0.128571	0.857143	
0.0214286	0.121429	0.857143	
0.0285714	0.114286	0.857143	
0.107143	0.0357143	0.857143	
0.114286	0.0285714	0.857143	
0.121429	0.0214286	0.857143	
0.128571	0.0142857	0.857143	
0.135714	0.00714286	0.857143	
0.142857	0	0.857143	
0	0.15	0.85	
0.00714286	0.142857	0.85	
0.0142857	0.135714	0.85	
0.0214286	0.128571	0.85	
0.0285714	0.121429	0.85	
0.0357143	0.114286	0.85	
0.114286	0.0357143	0.85	
0.121429	0.0285714	0.85	
0.128571	0.0214286	0.85	
0.135714	0.0142857	0.85	
0.142857	0.00714286	0.85	
0.15	0	0.85	
0	0.157143	0.842857	
0.00714286	0.15	0.842857	
0.0142857	0.142857	0.842857	
0.0214286	0.135714	0.842857	
0.0285714	0.128571	0.842857	
0.0357143	0.121429	0.842857	
0.121429	0.0357143	0.842857	
0.128571	0.0285714	0.842857	
0.135714	0.0214286	0.842857	
0.142857	0.0142857	0.842857	
0.15	0.00714286	0.842857	
0.157143	0	0.842857	
0	0.164286	0.835714	
0.00714286	0.157143	0.835714	
0.0142857	0.15	0.835714	
0.0214286	0.142857	0.835714	
0.0285714	0.135714	0.835714	
0.0357143	0.128571	0.835714	
0.128571	0.0357143	0.835714	
0.135714	0.0285714	0.835714	
0.142857	0.0214286	0.835714	
0.15	0.0142857	0.835714	
